131,-2,0,0,3
130,-3,-1,0,1
125,-5,3,0,2
113,-10,-1,0,2
132,-2,8,0,1
136,0,25,0,3
122,-6,1,0,1
142,4,27,0,2
108,-13,-2,0,3
102,-14,0,0,3
112,-11,2,0,3
145,6,20,0,3
148,8,26,0,1
111,-11,-38,0,2
221,47,21,0,3
224,48,2,0,2
94,-17,-42,0,2
97,-16,-42,0,3
110,-12,20,0,2
117,-8,27,0,2
114,-10,24,0,2
89,-22,25,0,2
216,46,3,0,2
98,-16,24,0,3
209,45,-7,0,2
93,-18,27,0,2
96,-17,28,0,2
204,42,16,0,2
104,-14,28,0,2
127,-5,28,0,2
126,-5,25,0,3
212,46,-38,0,3
213,46,-34,0,2
194,37,-10,0,2
195,37,0,0,2
191,35,-6,0,2
197,38,-14,0,3
198,39,-2,0,2
206,43,-1,0,2
207,44,-3,0,1
163,17,-7,0,2
