111,-11,-38,0,2.0
99,-15,-41,0,3.0
94,-17,-42,0,2.0
97,-16,-42,0,3.0
101,-14,-43,0,2.0
118,-7,-46,0,2.0
81,-24,-50,0,2.0
76,-26,-50,0,2.0
39,-40,-50,0,2.0
65,-31,-49,0,2.0
137,2,-49,0,1.0
149,9,-47,0,2.0
144,6,-44,0,2.0
68,-30,-42,0,2.0
66,-31,-39,0,2.0
55,-35,-46,0,1.0
49,-37,-46,0,3.0
40,-40,-44,0,1.0
53,-36,-43,0,2.0
50,-37,-40,0,2.0
41,-40,-40,0,3.0
30,-44,-39,0,2.0
45,-39,-37,0,2.0
78,-25,-42,0,2.0
79,-25,-40,0,2.0
69,-30,-34,0,1.0
51,-37,-36,0,2.0
85,-22,-48,0,2.0
73,-29,-48,0,2.0
57,-34,-48,0,1.0
60,-33,-30,0,3.0
9,-48,-38,0,2.0
8,-48,-43,0,3.0
13,-47,-46,0,3.0
24,-45,-49,0,2.0
29,-44,-48,0,3.0
25,-45,-45,0,2.0
1,-50,-43,0,3.0
2,-50,-40,0,2.0
33,-43,-33,0,2.0
38,-41,-21,0,2.0
43,-40,-19,0,2.0
14,-47,-25,0,2.0
37,-41,-30,0,3.0
31,-44,-29,0,1.0
18,-46,-28,0,2.0
42,-40,-27,0,2.0
32,-44,-26,0,3.0
19,-46,-26,0,2.0
15,-47,-22,0,2.0
20,-46,-20,0,1.0
10,-48,-20,0,2.0
21,-46,-19,0,2.0
6,-49,-18,0,2.0
26,-45,-17,0,3.0
70,-30,-29,0,2.0
58,-34,-27,0,2.0
52,-37,-27,0,2.0
