225,48,24,0,2.0
196,37,24,0,2.0
176,25,25,0,2.0
202,41,27,0,2.0
184,29,28,0,1.0
192,35,28,0,3.0
167,19,-17,0,3.0
168,19,-11,0,1.0
165,18,-23,0,1.0
162,17,-20,0,2.0
163,17,-7,0,2.0
159,16,-19,0,2.0
156,13,-6,0,2.0
166,19,-21,0,2.0
221,47,21,0,3.0
216,46,3,0,2.0
224,48,2,0,2.0
220,47,-9,0,2.0
209,45,-7,0,2.0
210,45,0,0,3.0
204,42,16,0,2.0
198,39,-2,0,2.0
206,43,-1,0,2.0
207,44,-3,0,1.0
205,43,-10,0,2.0
197,38,-14,0,3.0
195,37,0,0,2.0
191,35,-6,0,2.0
194,37,-10,0,2.0
213,46,-34,0,2.0
212,46,-38,0,3.0
219,47,-37,0,3.0
223,48,-15,0,2.0
222,48,-25,0,2.0
215,46,-21,0,4.0
214,46,-27,0,2.0
208,45,-19,0,2.0
