1,18.907009,12.220855,8.733333,134.454047,17.972046,35.996337890625,2
2,14.698109,13.586879,8.614814,86.302237,4.168373,41.180702209472656,2
3,16.428095,1.904802,-4.333333,138.880782,2.721256,26.55097770690918,2
4,14.616501,13.700638,8.602531,51.356913,18.061923,47.703369140625,2
5,10.955766,9.485389,-0.0,1.95173,14.033748,68.61881256103516,3
6,14.621462,1.463106,-4.36266,106.456614,0.354636,42.06141662597656,2
7,10.037773,4.177473,-3.780947,55.878393,19.711002,52.38663101196289,3
8,17.223722,8.203223,4.666667,189.246031,11.338251,37.46140670776367,2
9,20.084017,14.362603,8.733333,181.288653,11.979483,32.325172424316406,2
10,18.862776,14.473328,8.733333,78.536915,13.341729,64.32295227050781,3
11,16.895326,2.364196,-4.337934,4.971047,16.729597,46.70530700683594,2
12,16.306264,14.558892,8.733333,134.287359,18.817631,32.801212310791016,2
13,19.974414,14.357504,8.733333,167.434127,8.423106,13.551417350769043,1
14,21.567229,7.280635,4.666667,194.299928,1.862282,24.99820899963379,2
15,20.669863,12.004207,8.733333,11.386577,16.145213,40.07228469848633,2
16,3.841922,2.128295,0.0,90.064763,7.303765,67.00003051757812,3
17,12.069793,6.326419,0.211387,116.49406,18.47449,62.435272216796875,3
18,16.78708,13.736033,8.733333,137.327563,8.177913,13.837320327758789,1
19,18.813468,11.88311,8.710609,143.886551,18.220736,31.658676147460938,2
20,18.941295,14.392386,8.733333,130.00815,3.88341,19.393476486206055,1
21,19.437846,9.83611,4.749161,145.38291,2.849437,24.672414779663086,1
22,8.427097,0.535675,-5.509081,74.769533,19.357439,71.6379165649414,3
23,14.645388,12.73694,8.606922,116.316417,0.969741,29.59239959716797,2
24,14.702373,14.009899,8.615446,23.223703,15.10784,40.44026565551758,2
25,19.304493,10.181027,4.982862,11.530872,16.143004,46.60316848754883,2
26,13.553224,11.366102,5.639167,195.953045,9.617794,18.870643615722656,1
27,15.360904,11.146987,8.696152,56.964745,8.356456,33.35252380371094,2
28,14.776196,5.883405,4.46872,118.99486,21.552464,42.55043029785156,2
29,12.618033,9.832168,1.569744,192.432206,8.777855,35.704593658447266,2
30,15.042119,2.5678,-4.348994,37.155653,9.684112,31.18195343017578,2
31,16.118277,10.590691,6.418728,38.607963,3.449774,21.44118309020996,1
32,3.745589,0.477493,0.0,68.328821,7.172754,65.38018798828125,3
33,18.108324,4.153845,-0.744046,186.579579,6.909362,38.72319412231445,2
34,2.836233,0.692571,0.0,78.133507,19.679015,87.92245483398438,4
35,7.497988,1.456977,-6.713589,54.643342,5.434532,31.99692726135254,2
36,14.642074,12.351867,8.606421,30.389416,6.834938,14.542131423950195,1
37,16.56864,10.422429,5.728301,79.421769,8.995116,43.253265380859375,2
38,6.334251,4.756492,-0.635086,74.944493,15.57624,87.00729370117188,4
39,17.393175,14.253331,8.733333,26.222941,3.160027,14.07280445098877,1
40,2.769136,0.516691,0.0,87.008144,19.169085,85.85768127441406,4
41,8.312453,6.581165,0.0,18.302633,1.82943,40.72707748413086,2
42,18.491214,5.723377,4.833042,122.925392,10.158232,35.880836486816406,2
43,14.549269,11.482752,7.15583,2.195818,0.668559,15.408074378967285,1
44,18.006788,11.927999,8.722314,114.652077,16.570412,52.58066940307617,3
45,21.317025,2.803089,-4.352375,157.945972,15.400939,67.27928924560547,3
46,13.6839,7.346466,3.297574,47.073355,4.719269,45.024993896484375,2
47,17.324761,6.683793,4.681215,89.603943,14.957903,69.9765396118164,3
48,19.023338,9.694695,4.726229,113.871637,12.260439,49.629249572753906,2
49,15.555085,10.640472,6.63848,12.280288,18.714936,33.36447525024414,2
50,18.320822,11.3203,8.617869,99.257777,12.288441,52.49853515625,3
51,6.10056,4.140376,-4.094402,128.463047,19.839021,41.14650344848633,2
52,21.218071,10.19554,5.011175,44.253146,9.229389,35.206539154052734,2
53,12.10853,9.82647,0.325684,167.411289,7.878824,38.76615905761719,2
54,7.645853,2.439176,-6.397811,194.215046,10.757725,30.9267520904541,2
55,17.913132,1.784965,-4.333333,169.274578,5.631167,26.40530014038086,2
56,14.557681,7.475461,4.238231,101.199891,20.441724,49.703163146972656,2
57,20.243195,14.396159,8.733333,55.775122,10.26865,36.44073486328125,2
58,11.796009,5.105786,-0.0,149.323444,5.588173,39.69659423828125,2
59,12.387536,8.779016,1.056502,47.386077,9.486806,50.9758186340332,3
60,4.051338,3.357179,0.0,191.469056,15.45566,71.09845733642578,3
61,18.49413,11.269006,8.646427,124.052007,8.851257,24.3642520904541,1
62,11.633148,3.826427,-4.46262,120.052429,4.000482,37.341270446777344,2
63,14.099209,7.589356,3.764001,34.5209,18.837525,42.97419357299805,2
64,17.507954,10.486151,5.983553,18.069348,12.852427,36.355770111083984,2
65,13.876582,13.363549,8.473727,51.052441,8.218733,30.5164852142334,2
66,16.792895,14.389371,8.733333,171.714106,4.87728,13.532236099243164,1
67,18.865437,8.208233,4.666667,182.213411,4.817871,25.318283081054688,2
68,15.952753,2.079367,-4.333726,139.926753,11.489114,41.87416458129883,2
69,4.716048,2.23941,0.0,145.036471,9.5353,39.1778564453125,2
